Timestamp,Age,Gender,City,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
13:39.6,18-35 years,Male,mysuru,,,,Yes,Everyday,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Monthly,Satisfied,E book access,Improve customer service
13:54.7,36-50 years,Male,Hyderabad,,,,Yes,Everyday,Satisfied,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Improve customer service
14:08.7,36-50 years,Male,chennai,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Quarterly,Very Satisfied,E book access,Invest in technology
14:25.0,36-50 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Very Satisfied,Language learning programs,Improve customer service
14:45.0,18-35 years,Female,Hyderabad,,,,No,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Safety and security,No,Sports equipment rentals,Neutral,Rarely,Very Dissatisfied,Language learning programs,Invest in technology
15:03.9,36-50 years,Male,mysuru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
15:18.2,18-35 years,Female,chennai,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Monthly,Dissatisfied,E book access,Invest in technology
15:31.9,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
15:48.0,18-35 years,Male,mysuru,,,,No,A few times a week,Neutral,More frequent buses/trains,No,More amenities,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,Language learning programs,Increase transparency
16:05.8,51-70 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
16:25.9,18-35 years,Female,mysuru,,,,Yes,Never,Neutral,Reduced fares or free transfers,No,Increased programming and events,Restrooms,Lack of amenities,No,Sports equipment rentals,Satisfied,Monthly,Neutral,E book access,Invest in technology
16:39.2,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Rarely,Neutral,Language learning programs,Invest in technology
16:57.3,36-50 years,Female,mysuru,,,,No,Once a week,Unsatisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Monthly,Very Satisfied,E book access,Improve customer service
17:12.6,18-35 years,Male,kanakapura,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Monthly,Satisfied,Language learning programs,Enhance community engagement
17:35.7,36-50 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Dissatisfied,Monthly,Satisfied,E book access,Invest in technology
17:53.3,18-35 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Improve customer service
18:10.6,36-50 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
18:27.3,18-35 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,More frequent buses/trains,No,Increased programming and events,Restrooms,Lack of amenities,Sometimes,Electric vehicle charging stations,Satisfied,Rarely,Satisfied,E book access,Improve customer service
18:43.2,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Playgrounds,Lack of amenities,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,Language learning programs,Invest in technology
18:57.3,36-50 years,Male,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Dissatisfied,Never,Neutral,"DIY workshop(crafting,painting)",Improve customer service
19:19.8,36-50 years,Female,mysuru,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Public restrooms,Satisfied,Weekly,Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
19:34.2,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,E book access,Improve customer service
19:48.9,10-18 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Monthly,Neutral,Language learning programs,Improve customer service
20:03.0,36-50 years,Female,mysuru,,,,No,Once a week,Satisfied,Increased safety and security,Sometimes,More amenities,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Weekly,Very Satisfied,Language learning programs,Enhance community engagement
20:16.0,10-18 years,Male,kanakapura,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,E book access,Improve customer service
20:27.9,36-50 years,Male,kanakapura,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Very dissatisfied,Never,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
20:41.8,36-50 years,Female,kanakapura,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Improve customer service
20:54.4,18-35 years,Male,mysuru,,,,Yes,Once a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Neutral,Language learning programs,Improve customer service
21:08.5,18-35 years,Male,Hyderabad,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
21:28.0,18-35 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Playgrounds,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Increase transparency
21:41.4,51-70 years,Female,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Rarely,Very Dissatisfied,E book access,Improve customer service
21:59.6,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,Language learning programs,Invest in technology
22:15.8,18-35 years,Female,mysuru,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,E book access,Enhance community engagement
22:32.7,36-50 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,Increased safety and security,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Public restrooms,Dissatisfied,Quarterly,Neutral,Language learning programs,Invest in technology
22:50.1,36-50 years,Female,kanakapura,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Crowding and noise,Yes,Electric vehicle charging stations,Neutral,Never,Satisfied,Language learning programs,Enhance community engagement
23:06.7,36-50 years,Female,kanakapura,,,,Yes,Once a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Sports facilities,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,Language learning programs,Invest in technology
23:23.1,18-35 years,Male,kanakapura,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Invest in technology
23:40.0,51-70 years,Male,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Safety and security,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,Language learning programs,Improve customer service
24:09.8,36-50 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Satisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Enhance community engagement
24:26.0,18-35 years,Male,mysuru,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Increase transparency
24:39.5,36-50 years,Female,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
24:53.8,36-50 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Improved lighting and safety,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
25:10.1,18-35 years,Male,palamaner,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Quarterly,Satisfied,E book access,Invest in technology
25:37.5,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Lack of amenities,No,Hu,Satisfied,Weekly,Neutral,Language learning programs,Increase transparency
25:52.2,36-50 years,Female,mysuru,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Monthly,Very Satisfied,E book access,Improve customer service
26:19.9,51-70 years,Female,Hyderabad,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Crowding and noise,No,Public restrooms,Satisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
26:42.0,51-70 years,Female,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Satisfied,Quarterly,Satisfied,E book access,Increase transparency
26:59.8,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Restrooms,Lack of amenities,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,E book access,Invest in technology
27:24.2,36-50 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Lack of amenities,Yes,Sports equipment rentals,Satisfied,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
27:42.7,36-50 years,Male,Hyderabad,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,Language learning programs,Invest in technology
28:06.1,18-35 years,Male,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Dissatisfied,Language learning programs,Improve customer service
28:30.5,36-50 years,Female,mysuru,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
28:47.7,36-50 years,Female,mysuru,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Rarely,Satisfied,E book access,Improve customer service
29:05.9,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
29:21.0,51-70 years,Female,chennai,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Invest in technology
29:35.4,18-35 years,Female,kanakapura,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Restrooms,Accessibility and inclusivity,No,Sports equipment rentals,Very dissatisfied,Rarely,Neutral,Language learning programs,Invest in technology
29:53.3,18-35 years,Male,kanakapura,,,,No,Never,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Satisfied,Language learning programs,Invest in technology
30:11.6,36-50 years,Male,mysuru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,Language learning programs,Improve customer service
30:25.8,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Very unsatisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,E book access,Invest in technology
30:54.5,36-50 years,Male,chennai,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Safety and security,No,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
31:08.5,18-35 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Very dissatisfied,Quarterly,Dissatisfied,E book access,Enhance community engagement
31:23.8,18-35 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
31:40.2,18-35 years,Female,kanakapura,,,,No,Once a week,Very satisfied,More frequent buses/trains,No,Increased programming and events,Playgrounds,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Satisfied,Rarely,Very Dissatisfied,E book access,Invest in technology
31:59.0,18-35 years,Female,chennai,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Very Dissatisfied,Language learning programs,Invest in technology
32:13.7,36-50 years,Female,chennai,,,,Yes,Once a week,Very satisfied,Reduced fares or free transfers,No,Improved lighting and safety,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,Language learning programs,Increase transparency
32:31.9,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Invest in technology
32:45.6,10-18 years,Female,mysuru,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
33:03.0,36-50 years,Female,chennai,,,,Yes,Everyday,Very satisfied,More frequent buses/trains,No,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,E book access,Improve customer service
33:18.0,51-70 years,Female,Hyderabad,,,,Yes,Everyday,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Maintenance and cleanliness,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
33:34.9,36-50 years,Male,chennai,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,E book access,Improve customer service
34:10.4,18-35 years,Female,kanakapura,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,E book access,Improve customer service
34:25.5,18-35 years,Female,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
34:39.6,18-35 years,Female,Bengaluru,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Satisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
34:54.6,10-18 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,E book access,Improve customer service
35:06.0,18-35 years,Female,kanakapura,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,No,More amenities,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Monthly,Satisfied,E book access,Invest in technology
35:15.0,10-18 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,Increased safety and security,No,Increased programming and events,Picnic area,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Monthly,Very Satisfied,E book access,Improve customer service
35:31.9,18-35 years,Male,Bengaluru,,,,Yes,Never,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Weekly,Neutral,E book access,Invest in technology
35:38.1,36-50 years,Male,Bengaluru,,,,Yes,Never,Neutral,Reduced fares or free transfers,No,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Public restrooms,Very Satisfied,Monthly,Neutral,Language learning programs,Increase transparency
35:47.7,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Weekly,Neutral,E book access,Invest in technology
36:05.5,36-50 years,Male,chennai,,,,No,Once a week,Neutral,More frequent buses/trains,Yes,Increased programming and events,Walking trails,Lack of amenities,Yes,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Invest in technology
36:25.2,18-35 years,Male,mysuru,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Monthly,Satisfied,E book access,Invest in technology
36:41.6,18-35 years,Male,Hyderabad,,,,Yes,Never,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,E book access,Improve customer service
36:59.4,36-50 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,Increased safety and security,No,More amenities,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
37:15.2,36-50 years,Male,mysuru,,,,No,Once a week,Neutral,Reduced fares or free transfers,No,More amenities,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
37:31.6,18-35 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Dissatisfied,Language learning programs,Invest in technology
37:53.8,36-50 years,Male,mysuru,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,No,More amenities,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Satisfied,Rarely,Dissatisfied,Language learning programs,Invest in technology
38:07.1,51-70 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
38:31.0,36-50 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Public restrooms,Neutral,Monthly,Neutral,E book access,Invest in technology
38:55.6,18-35 years,Female,mysuru,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Very Satisfied,Language learning programs,Increase transparency
39:13.2,18-35 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,Language learning programs,Invest in technology
39:26.8,18-35 years,Male,Hyderabad,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Monthly,Dissatisfied,E book access,Invest in technology
39:40.8,36-50 years,Female,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
39:56.4,36-50 years,Male,Hyderabad,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Safety and security,Yes,Sports equipment rentals,Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
40:11.7,36-50 years,Male,mysuru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,E book access,Increase transparency
40:28.1,18-35 years,Male,kanakapura,,,,No,Never,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
40:41.9,18-35 years,Male,kanakapura,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Satisfied,E book access,Invest in technology
40:57.1,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Invest in technology
41:14.8,36-50 years,Male,kanakapura,,,,No,Never,Neutral,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
41:35.8,36-50 years,Female,kanakapura,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Dissatisfied,E book access,Improve customer service
41:51.1,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Invest in technology
42:22.8,18-35 years,Female,kanakapura,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Improve customer service
56:15.3,18-35 years,Male,chennai,,,,No,Once a week,Very unsatisfied,More frequent buses/trains,Sometimes,More amenities,Restrooms,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Invest in technology
56:15.9,10-18 years,Male,Bengaluru,,,,No,A few times a week,Unsatisfied,Increased safety and security,No,Improved lighting and safety,Picnic area,Maintenance and cleanliness,Yes,Sports equipment rentals,Satisfied,Rarely,Very Dissatisfied,Language learning programs,Improve customer service
57:10.9,36-50 years,Male,mysuru,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Dissatisfied,Rarely,Very Dissatisfied,Language learning programs,Invest in technology
57:11.5,18-35 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
28:01.1,51-70 years,Female,Bengaluru,Good,Somewhat unsafe,Accessible facilities for people with disabilities,,,,,,,,,,,,,,,
35:02.8,51-70 years,Male,Andhra pradesh,Fair,Very safe,Accessible facilities for people with disabilities,Yes,Never,Very satisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Quarterly,Very Dissatisfied,E book access,Enhance community engagement
35:03.5,36-50 years,Male,mysuru,Good,Somewhat safe,Accessible facilities for people with disabilities,Yes,Once a week,Very satisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Never,Very Satisfied,"DIY workshop(crafting,painting)",Invest in technology
