Timestamp,How old are you?,What is your gender?,Where do you currently live?,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
2025-03-09 22:38:55.665,10-18 years,Male,Hyderabad,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Rarely,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 22:39:11.680,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Very dissatisfied,Rarely,Neutral,E book access,Improve customer service
2025-03-09 22:39:25.464,18-35 years,Female,kanakapura,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Very Satisfied,Quarterly,Neutral,Language learning programs,Increase transparency
2025-03-09 22:40:10.048,36-50 years,Female,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 22:40:27.946,18-35 years,Female,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:40:47.338,36-50 years,Male,chennai,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 22:41:05.762,36-50 years,Male,kanakapura,,,,No,Never,Unsatisfied,More frequent buses/trains,No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,Language learning programs,Improve customer service
2025-03-09 22:41:24.162,51-70 years,Female,kanakapura,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:41:42.554,18-35 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 22:42:08.805,36-50 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 22:42:25.686,18-35 years,Male,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Enhance community engagement
2025-03-09 22:42:43.730,18-35 years,Male,Bengaluru,,,,Yes,A few times a week,Very satisfied,More frequent buses/trains,Yes,Increased programming and events,Walking trails,Crowding and noise,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,Language learning programs,Invest in technology
2025-03-09 22:43:00.794,18-35 years,Male,chennai,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Restrooms,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 22:43:21.372,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Rarely,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 22:43:45.853,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,Increased safety and security,Yes,Improved lighting and safety,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:44:20.556,36-50 years,Male,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:44:38.539,36-50 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:44:55.690,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 22:45:19.172,51-70 years,Male,chennai,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,Language learning programs,Invest in technology
2025-03-09 22:45:39.170,36-50 years,Female,chennai,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 22:46:03.388,18-35 years,Male,Bengaluru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Very dissatisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:46:25.374,18-35 years,Male,chennai,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Public restrooms,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:46:41.521,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Monthly,Very Satisfied,Language learning programs,Enhance community engagement
2025-03-09 22:46:56.387,36-50 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 22:47:17.292,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Safety and security,No,Public restrooms,Dissatisfied,Rarely,Neutral,E book access,Enhance community engagement
2025-03-09 22:47:32.040,36-50 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,Language learning programs,Invest in technology
2025-03-09 22:47:55.027,36-50 years,Female,chennai,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Increase transparency
2025-03-09 22:48:09.151,36-50 years,Male,kanakapura,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Very Satisfied,E book access,Invest in technology
2025-03-09 22:48:23.526,36-50 years,Female,kanakapura,,,,No,Never,Neutral,Increased safety and security,Yes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Increase transparency
2025-03-09 22:48:42.184,36-50 years,Male,Andhra pradesh,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Safety and security,Yes,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 22:49:00.576,36-50 years,Female,chennai,,,,Yes,Once a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 22:49:14.855,10-18 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 22:49:32.765,36-50 years,Female,Hyderabad,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 22:49:48.773,36-50 years,Female,mysuru,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Improved lighting and safety,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 22:50:08.521,36-50 years,Female,Hyderabad,,,,Yes,Everyday,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Restrooms,Crowding and noise,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,E book access,Improve customer service
2025-03-09 22:50:24.246,18-35 years,Female,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 22:50:39.989,18-35 years,Female,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 22:51:04.941,10-18 years,Male,mysuru,,,,Yes,Once a week,Very unsatisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Public restrooms,Very Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 22:51:26.713,51-70 years,Female,chennai,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 22:51:44.724,18-35 years,Male,kanakapura,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 22:52:05.671,36-50 years,Female,palamaner,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Invest in technology
2025-03-09 22:52:21.722,36-50 years,Female,kanakapura,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 22:52:46.014,18-35 years,Male,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Rarely,Dissatisfied,E book access,Invest in technology
2025-03-09 22:53:04.245,36-50 years,Female,mysuru,,,,No,Everyday,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 22:53:21.462,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Restrooms,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Rarely,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 22:53:44.703,36-50 years,Male,Hyderabad,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 22:53:59.736,51-70 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:54:15.129,18-35 years,Female,mysuru,,,,No,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Very dissatisfied,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 22:54:28.679,18-35 years,Female,kanakapura,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:55:19.903,36-50 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Walking trails,Crowding and noise,No,Sports equipment rentals,Satisfied,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 22:55:53.444,18-35 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,More amenities,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 22:56:08.146,36-50 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:56:24.745,18-35 years,Male,kanakapura,,,,No,Never,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:56:39.474,18-35 years,Female,kanakapura,,,,No,Everyday,Satisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Weekly,Neutral,Language learning programs,Invest in technology
2025-03-09 22:56:54.458,18-35 years,Female,mysuru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 22:57:24.910,18-35 years,Male,kanakapura,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Satisfied,Rarely,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 22:57:40.364,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 22:57:56.093,36-50 years,Male,kanakapura,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 22:58:12.809,10-18 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Enhance community engagement
2025-03-09 22:58:35.642,36-50 years,Female,chennai,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 22:58:54.959,18-35 years,Male,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 22:59:08.847,36-50 years,Female,mysuru,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Monthly,Very Dissatisfied,Language learning programs,Increase transparency
2025-03-09 22:59:24.934,36-50 years,Female,palamaner,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Dissatisfied,Weekly,Neutral,Language learning programs,Improve customer service
2025-03-09 22:59:39.460,36-50 years,Male,kanakapura,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 22:59:59.308,36-50 years,Male,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
2025-03-09 23:00:17.849,18-35 years,Male,mysuru,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,Yes,More amenities,Walking trails,Maintenance and cleanliness,Yes,Public restrooms,Neutral,Rarely,Neutral,E book access,Increase transparency
2025-03-09 23:00:36.885,36-50 years,Male,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Very Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 23:00:54.818,51-70 years,Male,Hyderabad,,,,No,Once a week,Satisfied,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Dissatisfied,E book access,Improve customer service
2025-03-09 23:01:12.757,36-50 years,Male,mysuru,,,,No,A few times a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 23:01:28.035,18-35 years,Male,palamaner,,,,No,Once a week,Neutral,More frequent buses/trains,Sometimes,Improved lighting and safety,Restrooms,,Sometimes,Public restrooms,Very dissatisfied,Rarely,Very Dissatisfied,,Invest in technology
2025-03-09 23:01:28.063,18-35 years,Female,mysuru,,,,No,A few times a week,Neutral,,No,Improved lighting and safety,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Weekly,Satisfied,E book access,Enhance community engagement
2025-03-09 23:01:28.252,51-70 years,Male,Bengaluru,,,,Yes,Everyday,Very satisfied,More frequent buses/trains,Sometimes,More amenities,Restrooms,,Sometimes,Sports equipment rentals,Very dissatisfied,Rarely,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 23:01:28.437,18-35 years,Male,chennai,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Safety and security,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 23:01:28.667,10-18 years,Male,Andhra pradesh,,,,Yes,Once a week,Satisfied,Increased safety and security,Sometimes,Increased programming and events,Picnic area,Lack of amenities,Yes,Sports equipment rentals,Very dissatisfied,Never,Satisfied,Language learning programs,
2025-03-09 23:01:45.085,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Crowding and noise,No,Public restrooms,Dissatisfied,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 23:01:58.258,36-50 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 23:07:50.834,36-50 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Increased safety and security,No,Increased programming and events,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,E book access,Increase transparency
2025-03-09 23:08:08.583,18-35 years,Male,mysuru,,,,Yes,Once a week,Unsatisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 23:08:27.897,36-50 years,Male,chennai,,,,No,Never,Satisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 23:08:44.411,18-35 years,Female,chennai,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Very dissatisfied,Rarely,Neutral,Language learning programs,Improve customer service
2025-03-09 23:08:58.532,18-35 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 23:09:16.567,18-35 years,Male,mysuru,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,E book access,Invest in technology
2025-03-09 23:09:37.573,18-35 years,Male,chennai,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Increase transparency
2025-03-09 23:09:55.240,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Very satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Lack of amenities,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 23:10:11.351,18-35 years,Female,mysuru,,,,Yes,Never,Very satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Weekly,Neutral,E book access,Improve customer service
2025-03-09 23:10:27.035,18-35 years,Male,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
2025-03-09 23:10:49.997,36-50 years,Male,Hyderabad,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Monthly,Satisfied,E book access,Invest in technology
2025-03-09 23:11:03.853,18-35 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Public restrooms,Dissatisfied,Monthly,Neutral,E book access,Enhance community engagement
2025-03-09 23:11:24.651,18-35 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,More frequent buses/trains,Yes,More amenities,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 23:11:40.641,18-35 years,Male,mysuru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Very Satisfied,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 23:11:54.962,18-35 years,Female,Hyderabad,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Satisfied,Weekly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 23:12:09.441,18-35 years,Female,Bengaluru,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Sports facilities,Safety and security,Yes,Electric vehicle charging stations,Satisfied,Rarely,Satisfied,E book access,Invest in technology
2025-03-09 23:12:27.003,36-50 years,Female,kanakapura,,,,Yes,Everyday,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 23:12:48.762,10-18 years,Female,Hyderabad,,,,Yes,A few times a week,Very satisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Increase transparency
2025-03-09 23:13:05.792,18-35 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
2025-03-09 23:13:23.731,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Picnic area,Accessibility and inclusivity,Yes,Public restrooms,Satisfied,Rarely,Satisfied,E book access,Improve customer service
2025-03-09 23:13:39.629,18-35 years,Male,mysuru,,,,Yes,Everyday,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 23:13:54.668,36-50 years,Male,Hyderabad,,,,Yes,Everyday,Satisfied,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 23:14:08.682,36-50 years,Male,chennai,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Quarterly,Very Satisfied,E book access,Invest in technology
2025-03-09 23:14:24.963,36-50 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Very Satisfied,Language learning programs,Improve customer service
